trait_id	accession_id	genetic_group	raw_row_count	status
145	6944	western_europe	1	unique_finite
145	6951	central_europe	1	unique_finite
145	6958	western_europe	1	unique_finite
145	6959	western_europe	1	unique_finite
145	6961	spain	1	unique_finite
145	6967	western_europe	1	unique_finite
145	6968	north_sweden	1	unique_finite
145	6970	spain	1	unique_finite
145	6973	germany	1	unique_finite
145	6974	south_sweden	1	unique_finite
145	6976	central_europe	1	unique_finite
145	6979	central_europe	1	unique_finite
145	6982	germany	1	unique_finite
145	6989	western_europe	1	unique_finite
145	6990	admixed	1	unique_finite
145	6992	admixed	1	unique_finite
145	7000	germany	1	unique_finite
145	7002	germany	1	unique_finite
145	7008	germany	1	unique_finite
145	7014	germany	1	unique_finite
145	7026	western_europe	1	unique_finite
145	7031	germany	1	unique_finite
145	7062	germany	1	unique_finite
145	7064	western_europe	1	unique_finite
145	7071	western_europe	1	unique_finite
145	7092	western_europe	1	unique_finite
145	7094	germany	1	unique_finite
145	7102	germany	1	unique_finite
145	7126	admixed	1	unique_finite
145	7143	germany	1	unique_finite
145	7147	admixed	1	unique_finite
145	7158	central_europe	1	unique_finite
145	7163	admixed	1	unique_finite
145	7164	south_sweden	1	unique_finite
145	7165	germany	1	unique_finite
145	7169	admixed	1	unique_finite
145	7181	admixed	1	unique_finite
145	7186	central_europe	1	unique_finite
145	7199	germany	1	unique_finite
145	7231	germany	1	unique_finite
145	7244	germany	1	unique_finite
145	7255	germany	1	unique_finite
145	7258	germany	1	unique_finite
145	7280	germany	1	unique_finite
145	7282	germany	1	unique_finite
145	7296	central_europe	1	unique_finite
145	7306	western_europe	1	unique_finite
145	7307	western_europe	1	unique_finite
145	7316	admixed	1	unique_finite
145	7320	western_europe	1	unique_finite
145	7333	central_europe	1	unique_finite
145	7337	germany	1	unique_finite
145	7343	south_sweden	1	unique_finite
145	7344	admixed	1	unique_finite
145	7346	south_sweden	1	unique_finite
145	7353	admixed	1	unique_finite
145	7354	south_sweden	1	unique_finite
145	7372	central_europe	1	unique_finite
145	7373	admixed	1	unique_finite
145	7378	admixed	1	unique_finite
145	7382	admixed	1	unique_finite
145	7384	admixed	1	unique_finite
145	7394	admixed	1	unique_finite
145	7411	central_europe	1	unique_finite
145	7418	admixed	1	unique_finite
145	7424	central_europe	1	unique_finite
145	7430	admixed	1	unique_finite
145	7460	central_europe	1	unique_finite
145	7477	admixed	1	unique_finite
145	7514	admixed	1	unique_finite
145	7515	germany	1	unique_finite
145	7516	germany	1	unique_finite
145	7520	central_europe	1	unique_finite
145	7521	central_europe	1	unique_finite
145	7523	germany	1	unique_finite
145	7525	germany	1	unique_finite
145	8214	western_europe	1	unique_finite
145	8222	south_sweden	1	unique_finite
145	8231	south_sweden	1	unique_finite
145	8235	central_europe	1	unique_finite
145	8236	central_europe	1	unique_finite
145	8239	germany	1	unique_finite
145	8240	south_sweden	1	unique_finite
145	8241	south_sweden	1	unique_finite
145	8242	south_sweden	1	unique_finite
145	8256	admixed	1	unique_finite
145	8264	spain	1	unique_finite
145	8283	south_sweden	1	unique_finite
145	8284	central_europe	1	unique_finite
145	8297	western_europe	1	unique_finite
145	8306	south_sweden	1	unique_finite
145	8311	central_europe	1	unique_finite
145	8326	south_sweden	1	unique_finite
145	8335	south_sweden	1	unique_finite
145	8343	admixed	1	unique_finite
145	8351	north_sweden	1	unique_finite
145	8354	asia	1	unique_finite
145	8365	central_europe	1	unique_finite
145	8376	north_sweden	1	unique_finite
145	8387	germany	1	unique_finite
145	8420	germany	1	unique_finite
145	8422	south_sweden	1	unique_finite
145	9939	relict	1	unique_finite
145	9942	spain	1	unique_finite
145	9943	spain	1	unique_finite
145	9944	relict	1	unique_finite
145	9945	admixed	1	unique_finite
145	9946	spain	1	unique_finite
145	9947	relict	1	unique_finite
145	9948	spain	1	unique_finite
145	9949	western_europe	1	unique_finite
145	9951	asia	1	unique_finite
145	9952	asia	1	unique_finite
145	9953	asia	1	unique_finite
145	9955	asia	1	unique_finite
145	9956	asia	1	unique_finite
145	9957	asia	1	unique_finite
145	9958	asia	1	unique_finite
145	9959	asia	1	unique_finite
145	9960	asia	1	unique_finite
145	9962	italy_balkan_caucasus	1	unique_finite
145	9963	italy_balkan_caucasus	1	unique_finite
145	9964	italy_balkan_caucasus	1	unique_finite
145	9965	italy_balkan_caucasus	1	unique_finite
145	9968	italy_balkan_caucasus	1	unique_finite
145	9969	italy_balkan_caucasus	1	unique_finite
145	9970	central_europe	1	unique_finite
145	9971	central_europe	1	unique_finite
145	9972	central_europe	1	unique_finite
145	9973	central_europe	1	unique_finite
145	9974	central_europe	1	unique_finite
145	9975	central_europe	1	unique_finite
145	9976	central_europe	1	unique_finite
145	9978	central_europe	1	unique_finite
145	9979	central_europe	1	unique_finite
145	9980	italy_balkan_caucasus	1	unique_finite
145	9981	italy_balkan_caucasus	1	unique_finite
145	9982	italy_balkan_caucasus	1	unique_finite
145	9983	admixed	1	unique_finite
145	9984	admixed	1	unique_finite
145	9985	italy_balkan_caucasus	1	unique_finite
145	9986	italy_balkan_caucasus	1	unique_finite
145	9987	italy_balkan_caucasus	1	unique_finite
145	9988	italy_balkan_caucasus	1	unique_finite
145	9990	italy_balkan_caucasus	1	unique_finite
145	9993	admixed	2	needs_resolution
145	9995	central_europe	1	unique_finite
145	9996	central_europe	1	unique_finite
145	9997	central_europe	1	unique_finite
145	9998	admixed	1	unique_finite
145	9999	central_europe	1	unique_finite
261	10001	western_europe	1	unique_finite
261	10002	western_europe	1	unique_finite
261	10004	italy_balkan_caucasus	1	unique_finite
261	10005	central_europe	1	unique_finite
261	10006	italy_balkan_caucasus	1	unique_finite
261	10008	asia	1	unique_finite
261	10009	asia	1	unique_finite
261	10010	asia	1	unique_finite
261	10011	asia	1	unique_finite
261	10012	italy_balkan_caucasus	1	unique_finite
261	10013	italy_balkan_caucasus	1	unique_finite
261	10014	italy_balkan_caucasus	1	unique_finite
261	10015	asia	1	unique_finite
261	10017	central_europe	1	unique_finite
261	10018	central_europe	1	unique_finite
261	1002	south_sweden	1	unique_finite
261	10020	central_europe	1	unique_finite
261	10022	admixed	1	unique_finite
261	10023	admixed	1	unique_finite
261	1061	south_sweden	1	unique_finite
261	1062	south_sweden	1	unique_finite
261	1063	south_sweden	1	unique_finite
261	1066	south_sweden	1	unique_finite
261	108	western_europe	1	unique_finite
261	1158	south_sweden	1	unique_finite
261	1254	north_sweden	1	unique_finite
261	1257	north_sweden	1	unique_finite
261	1317	admixed	1	unique_finite
261	139	western_europe	1	unique_finite
261	1552	north_sweden	1	unique_finite
261	159	western_europe	1	unique_finite
261	1829	germany	1	unique_finite
261	1853	germany	1	unique_finite
261	1872	germany	1	unique_finite
261	1890	asia	1	unique_finite
261	1925	germany	1	unique_finite
261	1954	germany	1	unique_finite
261	2016	admixed	1	unique_finite
261	2171	germany	1	unique_finite
261	2202	admixed	1	unique_finite
261	2276	admixed	1	unique_finite
261	2278	germany	1	unique_finite
261	2317	admixed	1	unique_finite
261	265	admixed	1	unique_finite
261	350	western_europe	1	unique_finite
261	351	western_europe	1	unique_finite
261	403	central_europe	1	unique_finite
261	410	central_europe	1	unique_finite
261	424	central_europe	1	unique_finite
261	428	central_europe	1	unique_finite
261	430	central_europe	1	unique_finite
261	4779	western_europe	1	unique_finite
261	4807	western_europe	1	unique_finite
261	4826	western_europe	1	unique_finite
261	4884	western_europe	1	unique_finite
261	4900	western_europe	1	unique_finite
261	4958	western_europe	1	unique_finite
261	5023	western_europe	1	unique_finite
261	5104	germany	1	unique_finite
261	5151	admixed	1	unique_finite
261	5165	admixed	1	unique_finite
261	5210	western_europe	1	unique_finite
261	5236	western_europe	1	unique_finite
261	5253	western_europe	1	unique_finite
261	5276	western_europe	1	unique_finite
261	5349	western_europe	1	unique_finite
261	5353	western_europe	1	unique_finite
261	5486	germany	1	unique_finite
261	5577	western_europe	1	unique_finite
261	5644	western_europe	1	unique_finite
261	5720	admixed	1	unique_finite
261	5726	western_europe	1	unique_finite
261	5741	western_europe	1	unique_finite
261	5748	germany	1	unique_finite
261	5757	admixed	1	unique_finite
261	5768	admixed	1	unique_finite
261	5772	admixed	1	unique_finite
261	5779	western_europe	1	unique_finite
261	5784	admixed	1	unique_finite
261	5800	germany	1	unique_finite
261	5811	admixed	1	unique_finite
261	5822	admixed	1	unique_finite
261	5830	south_sweden	1	unique_finite
261	5831	south_sweden	1	unique_finite
261	5832	south_sweden	1	unique_finite
261	5837	central_europe	1	unique_finite
261	5856	north_sweden	1	unique_finite
261	5865	south_sweden	1	unique_finite
261	5867	south_sweden	1	unique_finite
261	5874	central_europe	1	unique_finite
261	5890	central_europe	1	unique_finite
261	5893	central_europe	1	unique_finite
261	5907	central_europe	1	unique_finite
261	5921	central_europe	1	unique_finite
261	5950	central_europe	1	unique_finite
261	5984	central_europe	1	unique_finite
261	5993	central_europe	1	unique_finite
261	6008	central_europe	1	unique_finite
261	6009	north_sweden	1	unique_finite
261	6011	north_sweden	1	unique_finite
261	6012	north_sweden	1	unique_finite
261	6013	north_sweden	1	unique_finite
261	6016	north_sweden	1	unique_finite
261	6017	north_sweden	1	unique_finite
261	6019	south_sweden	1	unique_finite
261	6020	south_sweden	1	unique_finite
261	6021	south_sweden	1	unique_finite
261	6023	south_sweden	1	unique_finite
261	6024	south_sweden	1	unique_finite
261	6025	north_sweden	1	unique_finite
261	6030	north_sweden	1	unique_finite
261	6034	south_sweden	1	unique_finite
261	6035	south_sweden	1	unique_finite
261	6036	south_sweden	1	unique_finite
261	6038	south_sweden	1	unique_finite
261	6039	admixed	1	unique_finite
261	6040	south_sweden	1	unique_finite
261	6041	south_sweden	1	unique_finite
261	6042	admixed	1	unique_finite
261	6043	north_sweden	1	unique_finite
261	6046	north_sweden	1	unique_finite
261	6064	north_sweden	1	unique_finite
261	6069	north_sweden	1	unique_finite
261	6070	north_sweden	1	unique_finite
261	6071	north_sweden	1	unique_finite
261	6073	south_sweden	1	unique_finite
261	6074	south_sweden	1	unique_finite
261	6076	south_sweden	1	unique_finite
261	6085	south_sweden	1	unique_finite
261	6086	admixed	1	unique_finite
261	6088	south_sweden	1	unique_finite
261	6090	south_sweden	1	unique_finite
261	6092	south_sweden	1	unique_finite
261	6094	south_sweden	1	unique_finite
261	6097	south_sweden	1	unique_finite
261	6098	south_sweden	1	unique_finite
261	6099	south_sweden	1	unique_finite
261	6100	south_sweden	1	unique_finite
261	6102	south_sweden	1	unique_finite
261	6104	south_sweden	1	unique_finite
261	6105	south_sweden	1	unique_finite
261	6106	south_sweden	1	unique_finite
261	6107	south_sweden	1	unique_finite
261	6108	western_europe	1	unique_finite
261	6109	south_sweden	1	unique_finite
261	6111	south_sweden	1	unique_finite
261	6112	south_sweden	1	unique_finite
261	6113	south_sweden	1	unique_finite
261	6114	south_sweden	1	unique_finite
261	6115	south_sweden	1	unique_finite
261	6118	south_sweden	1	unique_finite
261	6122	south_sweden	1	unique_finite
261	6124	south_sweden	1	unique_finite
261	6125	south_sweden	1	unique_finite
261	6126	south_sweden	1	unique_finite
261	6128	south_sweden	1	unique_finite
261	6131	south_sweden	1	unique_finite
261	6132	south_sweden	1	unique_finite
261	6133	south_sweden	1	unique_finite
261	6134	south_sweden	1	unique_finite
261	6136	south_sweden	1	unique_finite
261	6137	south_sweden	1	unique_finite
261	6138	south_sweden	1	unique_finite
261	6140	south_sweden	1	unique_finite
261	6142	south_sweden	1	unique_finite
261	6145	south_sweden	1	unique_finite
261	6148	south_sweden	1	unique_finite
261	6149	south_sweden	1	unique_finite
261	6150	south_sweden	1	unique_finite
261	6151	south_sweden	1	unique_finite
261	6153	north_sweden	1	unique_finite
261	6154	north_sweden	1	unique_finite
261	6163	north_sweden	1	unique_finite
261	6166	north_sweden	1	unique_finite
261	6169	north_sweden	1	unique_finite
261	6172	north_sweden	1	unique_finite
261	6173	north_sweden	1	unique_finite
261	6174	north_sweden	1	unique_finite
261	6177	north_sweden	1	unique_finite
261	6180	germany	1	unique_finite
261	6184	north_sweden	1	unique_finite
261	6188	south_sweden	1	unique_finite
261	6189	south_sweden	1	unique_finite
261	6191	south_sweden	1	unique_finite
261	6192	south_sweden	1	unique_finite
261	6193	south_sweden	1	unique_finite
261	6194	south_sweden	1	unique_finite
261	6195	south_sweden	1	unique_finite
261	6198	south_sweden	1	unique_finite
261	6201	south_sweden	1	unique_finite
261	6202	south_sweden	1	unique_finite
261	6203	south_sweden	1	unique_finite
261	6209	north_sweden	1	unique_finite
261	6210	north_sweden	1	unique_finite
261	6216	north_sweden	1	unique_finite
261	6217	north_sweden	1	unique_finite
261	6218	north_sweden	1	unique_finite
261	6220	north_sweden	1	unique_finite
261	6221	north_sweden	1	unique_finite
261	6231	north_sweden	1	unique_finite
261	6235	north_sweden	1	unique_finite
261	6237	north_sweden	1	unique_finite
261	6238	north_sweden	1	unique_finite
261	6240	north_sweden	1	unique_finite
261	6241	north_sweden	1	unique_finite
261	6242	south_sweden	1	unique_finite
261	6243	central_europe	1	unique_finite
261	6244	north_sweden	1	unique_finite
261	6252	germany	1	unique_finite
261	6255	germany	1	unique_finite
261	6258	admixed	1	unique_finite
261	6268	germany	1	unique_finite
261	6276	germany	1	unique_finite
261	6284	south_sweden	1	unique_finite
261	6296	central_europe	1	unique_finite
261	630	western_europe	1	unique_finite
261	6390	central_europe	1	unique_finite
261	6396	central_europe	1	unique_finite
261	6413	south_sweden	1	unique_finite
261	6424	central_europe	1	unique_finite
261	6434	admixed	1	unique_finite
261	6445	central_europe	1	unique_finite
261	6680	western_europe	1	unique_finite
261	6744	germany	1	unique_finite
261	6830	admixed	1	unique_finite
261	6897	western_europe	1	unique_finite
261	6898	admixed	1	unique_finite
261	6900	north_sweden	1	unique_finite
261	6901	north_sweden	1	unique_finite
261	6903	central_europe	1	unique_finite
261	6904	western_europe	1	unique_finite
261	6907	admixed	1	unique_finite
261	6908	western_europe	1	unique_finite
261	6909	germany	1	unique_finite
261	6911	relict	1	unique_finite
261	6913	north_sweden	1	unique_finite
261	6915	germany	1	unique_finite
261	6917	north_sweden	1	unique_finite
261	6918	north_sweden	1	unique_finite
261	6919	central_europe	1	unique_finite
261	6920	admixed	1	unique_finite
261	6922	germany	1	unique_finite
261	6923	western_europe	1	unique_finite
261	6924	western_europe	1	unique_finite
261	6926	western_europe	1	unique_finite
261	6927	germany	1	unique_finite
261	6929	asia	1	unique_finite
261	6931	asia	1	unique_finite
261	6932	admixed	1	unique_finite
261	6933	spain	1	unique_finite
261	6938	asia	1	unique_finite
261	6940	germany	1	unique_finite
261	6943	western_europe	1	unique_finite
261	6944	western_europe	1	unique_finite
261	6945	germany	1	unique_finite
261	6951	central_europe	1	unique_finite
261	6956	central_europe	1	unique_finite
261	6957	central_europe	1	unique_finite
261	6958	western_europe	1	unique_finite
261	6959	western_europe	1	unique_finite
261	6960	western_europe	1	unique_finite
261	6961	spain	1	unique_finite
261	6963	asia	1	unique_finite
261	6966	western_europe	1	unique_finite
261	6967	western_europe	1	unique_finite
261	6968	north_sweden	1	unique_finite
261	6969	north_sweden	1	unique_finite
261	6970	spain	1	unique_finite
261	6971	spain	1	unique_finite
261	6973	germany	1	unique_finite
261	6974	south_sweden	1	unique_finite
261	6975	central_europe	1	unique_finite
261	6976	central_europe	1	unique_finite
261	6979	central_europe	1	unique_finite
261	6981	admixed	1	unique_finite
261	6982	germany	1	unique_finite
261	6984	central_europe	1	unique_finite
261	6986	western_europe	1	unique_finite
261	6987	admixed	1	unique_finite
261	6989	western_europe	1	unique_finite
261	6990	admixed	1	unique_finite
261	6992	admixed	1	unique_finite
261	6997	germany	1	unique_finite
261	7000	germany	1	unique_finite
261	7002	germany	1	unique_finite
261	7003	admixed	1	unique_finite
261	7008	germany	1	unique_finite
261	7013	south_sweden	1	unique_finite
261	7014	germany	1	unique_finite
261	7025	central_europe	1	unique_finite
261	7026	western_europe	1	unique_finite
261	7028	admixed	1	unique_finite
261	7031	germany	1	unique_finite
261	7033	germany	1	unique_finite
261	7036	germany	1	unique_finite
261	7058	admixed	1	unique_finite
261	7061	admixed	1	unique_finite
261	7062	germany	1	unique_finite
261	7063	relict	1	unique_finite
261	7064	western_europe	1	unique_finite
261	7067	central_europe	1	unique_finite
261	7068	italy_balkan_caucasus	1	unique_finite
261	7071	western_europe	1	unique_finite
261	7072	admixed	1	unique_finite
261	7077	italy_balkan_caucasus	1	unique_finite
261	7081	spain	1	unique_finite
261	7092	western_europe	1	unique_finite
261	7094	germany	1	unique_finite
261	7096	admixed	1	unique_finite
261	7102	germany	1	unique_finite
261	7103	central_europe	1	unique_finite
261	7106	central_europe	1	unique_finite
261	7107	western_europe	1	unique_finite
261	7109	western_europe	1	unique_finite
261	7111	admixed	1	unique_finite
261	7117	germany	1	unique_finite
261	7119	germany	1	unique_finite
261	7120	central_europe	1	unique_finite
261	7125	germany	1	unique_finite
261	7126	admixed	1	unique_finite
261	7127	admixed	1	unique_finite
261	7130	western_europe	1	unique_finite
261	7133	germany	1	unique_finite
261	7138	admixed	1	unique_finite
261	7143	germany	1	unique_finite
261	7147	admixed	1	unique_finite
261	7158	central_europe	1	unique_finite
261	7160	germany	1	unique_finite
261	7161	germany	1	unique_finite
261	7162	germany	1	unique_finite
261	7163	admixed	1	unique_finite
261	7164	south_sweden	1	unique_finite
261	7165	germany	1	unique_finite
261	7169	admixed	1	unique_finite
261	7177	central_europe	1	unique_finite
261	7181	admixed	1	unique_finite
261	7186	central_europe	1	unique_finite
261	7192	germany	1	unique_finite
261	7199	germany	1	unique_finite
261	7202	germany	1	unique_finite
261	7203	central_europe	1	unique_finite
261	7207	central_europe	1	unique_finite
261	7208	germany	1	unique_finite
261	7209	admixed	1	unique_finite
261	7213	admixed	1	unique_finite
261	7217	western_europe	1	unique_finite
261	7218	admixed	1	unique_finite
261	7223	central_europe	1	unique_finite
261	7231	germany	1	unique_finite
261	7236	central_europe	1	unique_finite
261	7244	germany	1	unique_finite
261	7248	germany	1	unique_finite
261	7250	germany	1	unique_finite
261	7255	germany	1	unique_finite
261	7258	germany	1	unique_finite
261	7268	admixed	1	unique_finite
261	7273	central_europe	1	unique_finite
261	7276	germany	1	unique_finite
261	7280	germany	1	unique_finite
261	7282	germany	1	unique_finite
261	7287	germany	1	unique_finite
261	7288	admixed	1	unique_finite
261	7296	central_europe	1	unique_finite
261	7298	central_europe	1	unique_finite
261	7305	admixed	1	unique_finite
261	7306	western_europe	1	unique_finite
261	7307	western_europe	1	unique_finite
261	7314	admixed	1	unique_finite
261	7316	admixed	1	unique_finite
261	7319	admixed	1	unique_finite
261	7320	western_europe	1	unique_finite
261	7322	germany	1	unique_finite
261	7323	asia	1	unique_finite
261	7327	spain	1	unique_finite
261	7328	spain	1	unique_finite
261	7332	western_europe	1	unique_finite
261	7333	central_europe	1	unique_finite
261	7337	germany	1	unique_finite
261	7342	admixed	1	unique_finite
261	7343	south_sweden	1	unique_finite
261	7344	admixed	1	unique_finite
261	7346	south_sweden	1	unique_finite
261	7347	central_europe	1	unique_finite
261	7349	central_europe	1	unique_finite
261	7350	central_europe	1	unique_finite
261	7353	admixed	1	unique_finite
261	7354	south_sweden	1	unique_finite
261	7356	germany	1	unique_finite
261	7372	central_europe	1	unique_finite
261	7373	admixed	1	unique_finite
261	7377	germany	1	unique_finite
261	7378	admixed	1	unique_finite
261	7382	admixed	1	unique_finite
261	7383	western_europe	1	unique_finite
261	7384	admixed	1	unique_finite
261	7387	western_europe	1	unique_finite
261	7394	admixed	1	unique_finite
261	7396	central_europe	1	unique_finite
261	7404	admixed	1	unique_finite
261	7411	central_europe	1	unique_finite
261	7413	central_europe	1	unique_finite
261	7415	germany	1	unique_finite
261	7416	germany	1	unique_finite
261	7417	western_europe	1	unique_finite
261	7418	admixed	1	unique_finite
261	7419	germany	1	unique_finite
261	7424	central_europe	1	unique_finite
261	7427	central_europe	1	unique_finite
261	7430	admixed	1	unique_finite
261	7460	central_europe	1	unique_finite
261	7461	germany	1	unique_finite
261	7471	admixed	1	unique_finite
261	7477	admixed	1	unique_finite
261	7514	admixed	1	unique_finite
261	7515	germany	1	unique_finite
261	7516	germany	1	unique_finite
261	7517	germany	1	unique_finite
261	7520	central_europe	1	unique_finite
261	7521	central_europe	1	unique_finite
261	7523	germany	1	unique_finite
261	7525	germany	1	unique_finite
261	763	asia	1	unique_finite
261	765	asia	1	unique_finite
261	766	asia	1	unique_finite
261	768	asia	1	unique_finite
261	7717	germany	1	unique_finite
261	772	asia	1	unique_finite
261	7917	germany	1	unique_finite
261	7947	germany	1	unique_finite
261	801	germany	1	unique_finite
261	8077	germany	1	unique_finite
261	8132	germany	1	unique_finite
261	8214	western_europe	1	unique_finite
261	8222	south_sweden	1	unique_finite
261	8227	north_sweden	1	unique_finite
261	8230	south_sweden	1	unique_finite
261	8231	south_sweden	1	unique_finite
261	8233	germany	1	unique_finite
261	8234	south_sweden	1	unique_finite
261	8235	central_europe	1	unique_finite
261	8236	central_europe	1	unique_finite
261	8237	south_sweden	1	unique_finite
261	8238	germany	1	unique_finite
261	8239	germany	1	unique_finite
261	8240	south_sweden	1	unique_finite
261	8241	south_sweden	1	unique_finite
261	8242	south_sweden	1	unique_finite
261	8243	western_europe	1	unique_finite
261	8244	western_europe	1	unique_finite
261	8246	germany	1	unique_finite
261	8247	south_sweden	1	unique_finite
261	8249	south_sweden	1	unique_finite
261	8256	admixed	1	unique_finite
261	8258	south_sweden	1	unique_finite
261	8259	south_sweden	1	unique_finite
261	8264	spain	1	unique_finite
261	8283	south_sweden	1	unique_finite
261	8284	central_europe	1	unique_finite
261	8285	central_europe	1	unique_finite
261	8290	central_europe	1	unique_finite
261	8297	western_europe	1	unique_finite
261	8306	south_sweden	1	unique_finite
261	8307	south_sweden	1	unique_finite
261	8311	central_europe	1	unique_finite
261	8312	germany	1	unique_finite
261	8326	south_sweden	1	unique_finite
261	8334	admixed	1	unique_finite
261	8335	south_sweden	1	unique_finite
261	8337	western_europe	1	unique_finite
261	8343	admixed	1	unique_finite
261	8351	north_sweden	1	unique_finite
261	8354	asia	1	unique_finite
261	8357	spain	1	unique_finite
261	8365	central_europe	1	unique_finite
261	8366	admixed	1	unique_finite
261	8369	south_sweden	1	unique_finite
261	8376	north_sweden	1	unique_finite
261	8386	central_europe	1	unique_finite
261	8387	germany	1	unique_finite
261	8419	central_europe	1	unique_finite
261	8420	germany	1	unique_finite
261	8422	south_sweden	1	unique_finite
261	8424	asia	2	needs_resolution
261	8426	south_sweden	1	unique_finite
261	870	germany	1	unique_finite
261	88	western_europe	1	unique_finite
261	9057	south_sweden	1	unique_finite
261	9058	admixed	1	unique_finite
261	9067	italy_balkan_caucasus	1	unique_finite
261	9069	italy_balkan_caucasus	1	unique_finite
261	9070	italy_balkan_caucasus	1	unique_finite
261	9075	italy_balkan_caucasus	1	unique_finite
261	9078	italy_balkan_caucasus	1	unique_finite
261	9079	italy_balkan_caucasus	1	unique_finite
261	9081	italy_balkan_caucasus	1	unique_finite
261	9084	italy_balkan_caucasus	1	unique_finite
261	9085	italy_balkan_caucasus	1	unique_finite
261	9089	italy_balkan_caucasus	1	unique_finite
261	9091	italy_balkan_caucasus	1	unique_finite
261	9095	italy_balkan_caucasus	1	unique_finite
261	9099	italy_balkan_caucasus	1	unique_finite
261	9100	italy_balkan_caucasus	1	unique_finite
261	9102	italy_balkan_caucasus	1	unique_finite
261	9103	italy_balkan_caucasus	1	unique_finite
261	9104	italy_balkan_caucasus	1	unique_finite
261	9105	italy_balkan_caucasus	1	unique_finite
261	9106	italy_balkan_caucasus	1	unique_finite
261	9111	italy_balkan_caucasus	1	unique_finite
261	9113	italy_balkan_caucasus	1	unique_finite
261	9114	italy_balkan_caucasus	1	unique_finite
261	9115	italy_balkan_caucasus	1	unique_finite
261	9121	italy_balkan_caucasus	1	unique_finite
261	9125	asia	1	unique_finite
261	9128	asia	1	unique_finite
261	9130	asia	1	unique_finite
261	9131	asia	1	unique_finite
261	9133	asia	1	unique_finite
261	9134	asia	1	unique_finite
261	915	germany	1	unique_finite
261	9298	western_europe	1	unique_finite
261	9312	western_europe	1	unique_finite
261	9314	western_europe	1	unique_finite
261	932	western_europe	1	unique_finite
261	9321	north_sweden	1	unique_finite
261	9323	north_sweden	1	unique_finite
261	9332	north_sweden	1	unique_finite
261	9336	admixed	1	unique_finite
261	9339	south_sweden	1	unique_finite
261	9343	admixed	1	unique_finite
261	9352	south_sweden	1	unique_finite
261	9353	south_sweden	1	unique_finite
261	9363	north_sweden	1	unique_finite
261	9369	south_sweden	1	unique_finite
261	9371	north_sweden	1	unique_finite
261	9380	south_sweden	1	unique_finite
261	9381	admixed	1	unique_finite
261	9382	admixed	1	unique_finite
261	9383	admixed	1	unique_finite
261	9386	north_sweden	1	unique_finite
261	9388	north_sweden	1	unique_finite
261	9390	south_sweden	1	unique_finite
261	9391	south_sweden	1	unique_finite
261	9392	south_sweden	1	unique_finite
261	9394	admixed	1	unique_finite
261	9395	south_sweden	1	unique_finite
261	9399	south_sweden	1	unique_finite
261	9402	south_sweden	1	unique_finite
261	9404	south_sweden	1	unique_finite
261	9405	south_sweden	1	unique_finite
261	9407	south_sweden	1	unique_finite
261	9408	south_sweden	1	unique_finite
261	9409	south_sweden	1	unique_finite
261	9412	south_sweden	1	unique_finite
261	9413	south_sweden	1	unique_finite
261	9416	south_sweden	1	unique_finite
261	9421	south_sweden	1	unique_finite
261	9427	north_sweden	1	unique_finite
261	9433	north_sweden	1	unique_finite
261	9436	south_sweden	1	unique_finite
261	9437	south_sweden	1	unique_finite
261	9442	germany	1	unique_finite
261	9450	south_sweden	1	unique_finite
261	9451	south_sweden	1	unique_finite
