trait_id	trait_name	accession_id	held_out_group	logo_fold	is_test
703	DTF1	5865	admixed	admixed	False
703	DTF1	5874	admixed	admixed	False
703	DTF1	5890	admixed	admixed	False
703	DTF1	5907	admixed	admixed	False
703	DTF1	5921	admixed	admixed	False
703	DTF1	5950	admixed	admixed	False
703	DTF1	5984	admixed	admixed	False
703	DTF1	5993	admixed	admixed	False
703	DTF1	6008	admixed	admixed	False
703	DTF1	6036	admixed	admixed	False
703	DTF1	6038	admixed	admixed	False
703	DTF1	6039	admixed	admixed	True
703	DTF1	6040	admixed	admixed	False
703	DTF1	6042	admixed	admixed	True
703	DTF1	6043	admixed	admixed	False
703	DTF1	6085	admixed	admixed	False
703	DTF1	6086	admixed	admixed	True
703	DTF1	6088	admixed	admixed	False
703	DTF1	6104	admixed	admixed	False
703	DTF1	6105	admixed	admixed	False
703	DTF1	6109	admixed	admixed	False
703	DTF1	6111	admixed	admixed	False
703	DTF1	6114	admixed	admixed	False
703	DTF1	6115	admixed	admixed	False
703	DTF1	6122	admixed	admixed	False
703	DTF1	6140	admixed	admixed	False
703	DTF1	6142	admixed	admixed	False
703	DTF1	6151	admixed	admixed	False
703	DTF1	6172	admixed	admixed	False
703	DTF1	6184	admixed	admixed	False
703	DTF1	6188	admixed	admixed	False
703	DTF1	6189	admixed	admixed	False
703	DTF1	6191	admixed	admixed	False
703	DTF1	6192	admixed	admixed	False
703	DTF1	6193	admixed	admixed	False
703	DTF1	6194	admixed	admixed	False
703	DTF1	6198	admixed	admixed	False
703	DTF1	6201	admixed	admixed	False
703	DTF1	6243	admixed	admixed	False
703	DTF1	6244	admixed	admixed	False
703	DTF1	6252	admixed	admixed	False
703	DTF1	6296	admixed	admixed	False
703	DTF1	6390	admixed	admixed	False
703	DTF1	6396	admixed	admixed	False
703	DTF1	6424	admixed	admixed	False
703	DTF1	6434	admixed	admixed	True
703	DTF1	6445	admixed	admixed	False
703	DTF1	6680	admixed	admixed	False
703	DTF1	6744	admixed	admixed	False
703	DTF1	6900	admixed	admixed	False
703	DTF1	6909	admixed	admixed	False
703	DTF1	6963	admixed	admixed	False
703	DTF1	6967	admixed	admixed	False
703	DTF1	6970	admixed	admixed	False
703	DTF1	6974	admixed	admixed	False
703	DTF1	6975	admixed	admixed	False
703	DTF1	6981	admixed	admixed	True
703	DTF1	6982	admixed	admixed	False
703	DTF1	6984	admixed	admixed	False
703	DTF1	6986	admixed	admixed	False
703	DTF1	6987	admixed	admixed	True
703	DTF1	6989	admixed	admixed	False
703	DTF1	6990	admixed	admixed	True
703	DTF1	6992	admixed	admixed	True
703	DTF1	6997	admixed	admixed	False
703	DTF1	7000	admixed	admixed	False
703	DTF1	7002	admixed	admixed	False
703	DTF1	7003	admixed	admixed	True
703	DTF1	7008	admixed	admixed	False
703	DTF1	7013	admixed	admixed	False
703	DTF1	7014	admixed	admixed	False
703	DTF1	7025	admixed	admixed	False
703	DTF1	7026	admixed	admixed	False
703	DTF1	7028	admixed	admixed	True
703	DTF1	7031	admixed	admixed	False
703	DTF1	7036	admixed	admixed	False
703	DTF1	7058	admixed	admixed	True
703	DTF1	7061	admixed	admixed	True
703	DTF1	7062	admixed	admixed	False
703	DTF1	7063	admixed	admixed	False
703	DTF1	7064	admixed	admixed	False
703	DTF1	7067	admixed	admixed	False
703	DTF1	7068	admixed	admixed	False
703	DTF1	7071	admixed	admixed	False
703	DTF1	7072	admixed	admixed	True
703	DTF1	7077	admixed	admixed	False
703	DTF1	7092	admixed	admixed	False
703	DTF1	7094	admixed	admixed	False
703	DTF1	7096	admixed	admixed	True
703	DTF1	7102	admixed	admixed	False
703	DTF1	7106	admixed	admixed	False
703	DTF1	7107	admixed	admixed	False
703	DTF1	7109	admixed	admixed	False
703	DTF1	7117	admixed	admixed	False
703	DTF1	7119	admixed	admixed	False
703	DTF1	7120	admixed	admixed	False
703	DTF1	7125	admixed	admixed	False
703	DTF1	7126	admixed	admixed	True
703	DTF1	7127	admixed	admixed	True
703	DTF1	7130	admixed	admixed	False
703	DTF1	7133	admixed	admixed	False
703	DTF1	7138	admixed	admixed	True
703	DTF1	7143	admixed	admixed	False
703	DTF1	7147	admixed	admixed	True
703	DTF1	7158	admixed	admixed	False
703	DTF1	7160	admixed	admixed	False
703	DTF1	7161	admixed	admixed	False
703	DTF1	7162	admixed	admixed	False
703	DTF1	7163	admixed	admixed	True
703	DTF1	7164	admixed	admixed	False
703	DTF1	7165	admixed	admixed	False
703	DTF1	7169	admixed	admixed	True
703	DTF1	7177	admixed	admixed	False
703	DTF1	7181	admixed	admixed	True
703	DTF1	7186	admixed	admixed	False
703	DTF1	7192	admixed	admixed	False
703	DTF1	7199	admixed	admixed	False
703	DTF1	7202	admixed	admixed	False
703	DTF1	7203	admixed	admixed	False
703	DTF1	7207	admixed	admixed	False
703	DTF1	7208	admixed	admixed	False
703	DTF1	7209	admixed	admixed	True
703	DTF1	7213	admixed	admixed	True
703	DTF1	7217	admixed	admixed	False
703	DTF1	7218	admixed	admixed	True
703	DTF1	7223	admixed	admixed	False
703	DTF1	7231	admixed	admixed	False
703	DTF1	7236	admixed	admixed	False
703	DTF1	7244	admixed	admixed	False
703	DTF1	7248	admixed	admixed	False
703	DTF1	7250	admixed	admixed	False
703	DTF1	7258	admixed	admixed	False
703	DTF1	7268	admixed	admixed	True
703	DTF1	7273	admixed	admixed	False
703	DTF1	7276	admixed	admixed	False
703	DTF1	7280	admixed	admixed	False
703	DTF1	7282	admixed	admixed	False
703	DTF1	7287	admixed	admixed	False
703	DTF1	7288	admixed	admixed	True
703	DTF1	7296	admixed	admixed	False
703	DTF1	7298	admixed	admixed	False
703	DTF1	7305	admixed	admixed	True
703	DTF1	7306	admixed	admixed	False
703	DTF1	7307	admixed	admixed	False
703	DTF1	7314	admixed	admixed	True
703	DTF1	7316	admixed	admixed	True
703	DTF1	7319	admixed	admixed	True
703	DTF1	7320	admixed	admixed	False
703	DTF1	7322	admixed	admixed	False
703	DTF1	7328	admixed	admixed	False
703	DTF1	7333	admixed	admixed	False
703	DTF1	7337	admixed	admixed	False
703	DTF1	7342	admixed	admixed	True
703	DTF1	7343	admixed	admixed	False
703	DTF1	7344	admixed	admixed	True
703	DTF1	7346	admixed	admixed	False
703	DTF1	7347	admixed	admixed	False
703	DTF1	7349	admixed	admixed	False
703	DTF1	7350	admixed	admixed	False
703	DTF1	7353	admixed	admixed	True
703	DTF1	7354	admixed	admixed	False
703	DTF1	7356	admixed	admixed	False
703	DTF1	7372	admixed	admixed	False
703	DTF1	7373	admixed	admixed	True
703	DTF1	7377	admixed	admixed	False
703	DTF1	7378	admixed	admixed	True
703	DTF1	7382	admixed	admixed	True
703	DTF1	7383	admixed	admixed	False
703	DTF1	7387	admixed	admixed	False
703	DTF1	7394	admixed	admixed	True
703	DTF1	7396	admixed	admixed	False
703	DTF1	7404	admixed	admixed	True
703	DTF1	7411	admixed	admixed	False
703	DTF1	7413	admixed	admixed	False
703	DTF1	7415	admixed	admixed	False
703	DTF1	7416	admixed	admixed	False
703	DTF1	7418	admixed	admixed	True
703	DTF1	7419	admixed	admixed	False
703	DTF1	7424	admixed	admixed	False
703	DTF1	7427	admixed	admixed	False
703	DTF1	7460	admixed	admixed	False
703	DTF1	7471	admixed	admixed	True
703	DTF1	7477	admixed	admixed	True
703	DTF1	7516	admixed	admixed	False
703	DTF1	7717	admixed	admixed	False
703	DTF1	7917	admixed	admixed	False
703	DTF1	7947	admixed	admixed	False
703	DTF1	8077	admixed	admixed	False
703	DTF1	8132	admixed	admixed	False
703	DTF1	8222	admixed	admixed	False
703	DTF1	8233	admixed	admixed	False
703	DTF1	8235	admixed	admixed	False
703	DTF1	8236	admixed	admixed	False
703	DTF1	8238	admixed	admixed	False
703	DTF1	8239	admixed	admixed	False
703	DTF1	8241	admixed	admixed	False
703	DTF1	8242	admixed	admixed	False
703	DTF1	8243	admixed	admixed	False
703	DTF1	8244	admixed	admixed	False
703	DTF1	8246	admixed	admixed	False
703	DTF1	8247	admixed	admixed	False
703	DTF1	8259	admixed	admixed	False
703	DTF1	8283	admixed	admixed	False
703	DTF1	8284	admixed	admixed	False
703	DTF1	8285	admixed	admixed	False
703	DTF1	8290	admixed	admixed	False
703	DTF1	8297	admixed	admixed	False
703	DTF1	8306	admixed	admixed	False
703	DTF1	8307	admixed	admixed	False
703	DTF1	8311	admixed	admixed	False
703	DTF1	8312	admixed	admixed	False
703	DTF1	8326	admixed	admixed	False
703	DTF1	8334	admixed	admixed	True
703	DTF1	8335	admixed	admixed	False
703	DTF1	8337	admixed	admixed	False
703	DTF1	8343	admixed	admixed	True
703	DTF1	8351	admixed	admixed	False
703	DTF1	8354	admixed	admixed	False
703	DTF1	8357	admixed	admixed	False
703	DTF1	8365	admixed	admixed	False
703	DTF1	8366	admixed	admixed	True
703	DTF1	8386	admixed	admixed	False
703	DTF1	8387	admixed	admixed	False
703	DTF1	8419	admixed	admixed	False
703	DTF1	8420	admixed	admixed	False
703	DTF1	8422	admixed	admixed	False
703	DTF1	8424	admixed	admixed	False
703	DTF1	8426	admixed	admixed	False
703	DTF1	9057	admixed	admixed	False
703	DTF1	9058	admixed	admixed	True
703	DTF1	9067	admixed	admixed	False
703	DTF1	9070	admixed	admixed	False
703	DTF1	9075	admixed	admixed	False
703	DTF1	9078	admixed	admixed	False
703	DTF1	9095	admixed	admixed	False
703	DTF1	9102	admixed	admixed	False
703	DTF1	9104	admixed	admixed	False
703	DTF1	9105	admixed	admixed	False
703	DTF1	9106	admixed	admixed	False
703	DTF1	9111	admixed	admixed	False
703	DTF1	9113	admixed	admixed	False
703	DTF1	9114	admixed	admixed	False
703	DTF1	9115	admixed	admixed	False
703	DTF1	9128	admixed	admixed	False
703	DTF1	9131	admixed	admixed	False
703	DTF1	9133	admixed	admixed	False
703	DTF1	9134	admixed	admixed	False
703	DTF1	9298	admixed	admixed	False
703	DTF1	9312	admixed	admixed	False
703	DTF1	9314	admixed	admixed	False
703	DTF1	9321	admixed	admixed	False
703	DTF1	9332	admixed	admixed	False
703	DTF1	9336	admixed	admixed	True
703	DTF1	9339	admixed	admixed	False
703	DTF1	9343	admixed	admixed	True
703	DTF1	9381	admixed	admixed	True
703	DTF1	9382	admixed	admixed	True
703	DTF1	9383	admixed	admixed	True
703	DTF1	9386	admixed	admixed	False
703	DTF1	9391	admixed	admixed	False
703	DTF1	9392	admixed	admixed	False
703	DTF1	9394	admixed	admixed	True
703	DTF1	9395	admixed	admixed	False
703	DTF1	9405	admixed	admixed	False
703	DTF1	9409	admixed	admixed	False
703	DTF1	9413	admixed	admixed	False
703	DTF1	9416	admixed	admixed	False
703	DTF1	9421	admixed	admixed	False
703	DTF1	9436	admixed	admixed	False
703	DTF1	9437	admixed	admixed	False
703	DTF1	9442	admixed	admixed	False
703	DTF1	9450	admixed	admixed	False
703	DTF1	9452	admixed	admixed	False
703	DTF1	9476	admixed	admixed	False
703	DTF1	9503	admixed	admixed	False
703	DTF1	9506	admixed	admixed	True
703	DTF1	9507	admixed	admixed	False
703	DTF1	9508	admixed	admixed	True
703	DTF1	9509	admixed	admixed	False
703	DTF1	9511	admixed	admixed	False
703	DTF1	9512	admixed	admixed	False
703	DTF1	9515	admixed	admixed	False
703	DTF1	9517	admixed	admixed	False
703	DTF1	9518	admixed	admixed	False
703	DTF1	9519	admixed	admixed	False
703	DTF1	9521	admixed	admixed	False
703	DTF1	9523	admixed	admixed	True
703	DTF1	9524	admixed	admixed	False
703	DTF1	9526	admixed	admixed	False
703	DTF1	9527	admixed	admixed	True
703	DTF1	9528	admixed	admixed	False
703	DTF1	9529	admixed	admixed	True
703	DTF1	9530	admixed	admixed	True
703	DTF1	9531	admixed	admixed	False
703	DTF1	9535	admixed	admixed	False
703	DTF1	9536	admixed	admixed	True
703	DTF1	9539	admixed	admixed	False
703	DTF1	9542	admixed	admixed	False
703	DTF1	9543	admixed	admixed	False
703	DTF1	9545	admixed	admixed	False
703	DTF1	9548	admixed	admixed	True
703	DTF1	9549	admixed	admixed	False
703	DTF1	9555	admixed	admixed	False
703	DTF1	9556	admixed	admixed	False
703	DTF1	9557	admixed	admixed	False
703	DTF1	9558	admixed	admixed	True
703	DTF1	9560	admixed	admixed	False
703	DTF1	9561	admixed	admixed	True
703	DTF1	9562	admixed	admixed	False
703	DTF1	9567	admixed	admixed	False
703	DTF1	9573	admixed	admixed	False
703	DTF1	9576	admixed	admixed	True
703	DTF1	9581	admixed	admixed	True
703	DTF1	9582	admixed	admixed	False
703	DTF1	9585	admixed	admixed	False
703	DTF1	9586	admixed	admixed	False
703	DTF1	9590	admixed	admixed	False
703	DTF1	9591	admixed	admixed	True
703	DTF1	9593	admixed	admixed	False
703	DTF1	9597	admixed	admixed	False
703	DTF1	9598	admixed	admixed	False
703	DTF1	9599	admixed	admixed	False
703	DTF1	9600	admixed	admixed	False
703	DTF1	9602	admixed	admixed	False
703	DTF1	9606	admixed	admixed	False
703	DTF1	9608	admixed	admixed	False
703	DTF1	9609	admixed	admixed	False
703	DTF1	9610	admixed	admixed	False
703	DTF1	9611	admixed	admixed	False
703	DTF1	9613	admixed	admixed	False
703	DTF1	9615	admixed	admixed	False
703	DTF1	9616	admixed	admixed	False
703	DTF1	9617	admixed	admixed	False
703	DTF1	9619	admixed	admixed	False
703	DTF1	9620	admixed	admixed	False
703	DTF1	9621	admixed	admixed	False
703	DTF1	9622	admixed	admixed	True
703	DTF1	9624	admixed	admixed	False
703	DTF1	9625	admixed	admixed	False
703	DTF1	9628	admixed	admixed	False
703	DTF1	9630	admixed	admixed	False
703	DTF1	9631	admixed	admixed	False
703	DTF1	9632	admixed	admixed	False
703	DTF1	9636	admixed	admixed	False
703	DTF1	9637	admixed	admixed	False
703	DTF1	9639	admixed	admixed	False
703	DTF1	9640	admixed	admixed	False
703	DTF1	9641	admixed	admixed	False
703	DTF1	9642	admixed	admixed	False
703	DTF1	9644	admixed	admixed	False
703	DTF1	9645	admixed	admixed	False
703	DTF1	9646	admixed	admixed	False
703	DTF1	9647	admixed	admixed	False
703	DTF1	9648	admixed	admixed	False
703	DTF1	9649	admixed	admixed	False
703	DTF1	9651	admixed	admixed	False
703	DTF1	9653	admixed	admixed	False
703	DTF1	9655	admixed	admixed	False
703	DTF1	9656	admixed	admixed	False
703	DTF1	9657	admixed	admixed	False
703	DTF1	9659	admixed	admixed	False
703	DTF1	9660	admixed	admixed	False
703	DTF1	9661	admixed	admixed	False
703	DTF1	9663	admixed	admixed	True
703	DTF1	9664	admixed	admixed	False
703	DTF1	9666	admixed	admixed	False
703	DTF1	9667	admixed	admixed	False
703	DTF1	9670	admixed	admixed	False
703	DTF1	9672	admixed	admixed	False
703	DTF1	9673	admixed	admixed	False
703	DTF1	9676	admixed	admixed	False
703	DTF1	9680	admixed	admixed	False
703	DTF1	9681	admixed	admixed	False
703	DTF1	9682	admixed	admixed	False
703	DTF1	9683	admixed	admixed	False
703	DTF1	9684	admixed	admixed	False
703	DTF1	9685	admixed	admixed	False
703	DTF1	9686	admixed	admixed	False
703	DTF1	9687	admixed	admixed	False
703	DTF1	9689	admixed	admixed	False
703	DTF1	9690	admixed	admixed	False
703	DTF1	9691	admixed	admixed	True
703	DTF1	9693	admixed	admixed	False
703	DTF1	9694	admixed	admixed	False
703	DTF1	9695	admixed	admixed	False
703	DTF1	9696	admixed	admixed	False
703	DTF1	9697	admixed	admixed	False
703	DTF1	9698	admixed	admixed	False
703	DTF1	9699	admixed	admixed	False
703	DTF1	9700	admixed	admixed	False
703	DTF1	9701	admixed	admixed	False
703	DTF1	9704	admixed	admixed	False
703	DTF1	9705	admixed	admixed	False
703	DTF1	9706	admixed	admixed	False
703	DTF1	9707	admixed	admixed	False
703	DTF1	9709	admixed	admixed	False
703	DTF1	9711	admixed	admixed	False
703	DTF1	9712	admixed	admixed	False
703	DTF1	9714	admixed	admixed	False
703	DTF1	9716	admixed	admixed	False
703	DTF1	9717	admixed	admixed	False
703	DTF1	9720	admixed	admixed	False
703	DTF1	9721	admixed	admixed	False
703	DTF1	9723	admixed	admixed	False
703	DTF1	9725	admixed	admixed	False
703	DTF1	9726	admixed	admixed	False
703	DTF1	9727	admixed	admixed	False
703	DTF1	9728	admixed	admixed	False
703	DTF1	9729	admixed	admixed	False
703	DTF1	9730	admixed	admixed	False
703	DTF1	9731	admixed	admixed	False
703	DTF1	9735	admixed	admixed	False
703	DTF1	9736	admixed	admixed	True
703	DTF1	9737	admixed	admixed	False
703	DTF1	9738	admixed	admixed	True
703	DTF1	9739	admixed	admixed	False
703	DTF1	9741	admixed	admixed	False
703	DTF1	9743	admixed	admixed	True
703	DTF1	9744	admixed	admixed	True
703	DTF1	9745	admixed	admixed	False
703	DTF1	9747	admixed	admixed	False
703	DTF1	9748	admixed	admixed	True
703	DTF1	9757	admixed	admixed	False
703	DTF1	9758	admixed	admixed	False
703	DTF1	9759	admixed	admixed	False
703	DTF1	9761	admixed	admixed	False
703	DTF1	9762	admixed	admixed	True
703	DTF1	9764	admixed	admixed	True
703	DTF1	9766	admixed	admixed	False
703	DTF1	9768	admixed	admixed	False
703	DTF1	9769	admixed	admixed	False
703	DTF1	9770	admixed	admixed	False
703	DTF1	9771	admixed	admixed	False
703	DTF1	9772	admixed	admixed	False
703	DTF1	9774	admixed	admixed	False
703	DTF1	9775	admixed	admixed	False
703	DTF1	9776	admixed	admixed	False
703	DTF1	9777	admixed	admixed	False
703	DTF1	9778	admixed	admixed	False
703	DTF1	9779	admixed	admixed	False
703	DTF1	9780	admixed	admixed	False
703	DTF1	9781	admixed	admixed	False
703	DTF1	9782	admixed	admixed	False
703	DTF1	9783	admixed	admixed	True
703	DTF1	9784	admixed	admixed	False
703	DTF1	9785	admixed	admixed	False
703	DTF1	9786	admixed	admixed	False
703	DTF1	9787	admixed	admixed	False
703	DTF1	9788	admixed	admixed	False
703	DTF1	9789	admixed	admixed	False
703	DTF1	9790	admixed	admixed	False
703	DTF1	9791	admixed	admixed	False
703	DTF1	9792	admixed	admixed	False
703	DTF1	9793	admixed	admixed	False
703	DTF1	9794	admixed	admixed	False
703	DTF1	9795	admixed	admixed	False
703	DTF1	9796	admixed	admixed	False
703	DTF1	9797	admixed	admixed	False
703	DTF1	9798	admixed	admixed	False
703	DTF1	9799	admixed	admixed	False
703	DTF1	9800	admixed	admixed	False
703	DTF1	9801	admixed	admixed	False
703	DTF1	9802	admixed	admixed	False
703	DTF1	9803	admixed	admixed	False
703	DTF1	9804	admixed	admixed	False
703	DTF1	9805	admixed	admixed	False
703	DTF1	9806	admixed	admixed	False
703	DTF1	9807	admixed	admixed	False
703	DTF1	9808	admixed	admixed	False
703	DTF1	9809	admixed	admixed	False
703	DTF1	9810	admixed	admixed	False
703	DTF1	9811	admixed	admixed	False
703	DTF1	9812	admixed	admixed	False
703	DTF1	9813	admixed	admixed	False
703	DTF1	9814	admixed	admixed	False
703	DTF1	9815	admixed	admixed	False
703	DTF1	9816	admixed	admixed	False
703	DTF1	9819	admixed	admixed	False
703	DTF1	9821	admixed	admixed	False
703	DTF1	9822	admixed	admixed	False
703	DTF1	9823	admixed	admixed	False
703	DTF1	9824	admixed	admixed	True
703	DTF1	9827	admixed	admixed	False
703	DTF1	9828	admixed	admixed	False
703	DTF1	9830	admixed	admixed	True
703	DTF1	9831	admixed	admixed	True
703	DTF1	9832	admixed	admixed	False
703	DTF1	9833	admixed	admixed	False
703	DTF1	9835	admixed	admixed	True
703	DTF1	9836	admixed	admixed	False
703	DTF1	9837	admixed	admixed	False
703	DTF1	9839	admixed	admixed	True
703	DTF1	9840	admixed	admixed	False
703	DTF1	9843	admixed	admixed	False
703	DTF1	9844	admixed	admixed	False
703	DTF1	9845	admixed	admixed	False
703	DTF1	9846	admixed	admixed	False
703	DTF1	9849	admixed	admixed	True
703	DTF1	9850	admixed	admixed	False
703	DTF1	9854	admixed	admixed	False
703	DTF1	9855	admixed	admixed	False
703	DTF1	9856	admixed	admixed	False
703	DTF1	9857	admixed	admixed	False
703	DTF1	9858	admixed	admixed	True
703	DTF1	9859	admixed	admixed	False
703	DTF1	9861	admixed	admixed	False
703	DTF1	9862	admixed	admixed	False
703	DTF1	9864	admixed	admixed	False
703	DTF1	9866	admixed	admixed	False
703	DTF1	9867	admixed	admixed	False
703	DTF1	9870	admixed	admixed	False
703	DTF1	9871	admixed	admixed	False
703	DTF1	9875	admixed	admixed	False
703	DTF1	9876	admixed	admixed	False
703	DTF1	9877	admixed	admixed	True
703	DTF1	9878	admixed	admixed	False
703	DTF1	9881	admixed	admixed	True
703	DTF1	9882	admixed	admixed	False
703	DTF1	9883	admixed	admixed	False
703	DTF1	9885	admixed	admixed	False
703	DTF1	9887	admixed	admixed	False
703	DTF1	9888	admixed	admixed	False
703	DTF1	9894	admixed	admixed	True
703	DTF1	9895	admixed	admixed	False
703	DTF1	9897	admixed	admixed	True
703	DTF1	9898	admixed	admixed	False
703	DTF1	9899	admixed	admixed	False
703	DTF1	9900	admixed	admixed	False
703	DTF1	9901	admixed	admixed	False
703	DTF1	9902	admixed	admixed	False
703	DTF1	9908	admixed	admixed	False
703	DTF1	9909	admixed	admixed	False
703	DTF1	9910	admixed	admixed	False
703	DTF1	9911	admixed	admixed	False
703	DTF1	9912	admixed	admixed	False
703	DTF1	9914	admixed	admixed	False
703	DTF1	9915	admixed	admixed	False
703	DTF1	9917	admixed	admixed	False
703	DTF1	9918	admixed	admixed	False
703	DTF1	9920	admixed	admixed	False
703	DTF1	9921	admixed	admixed	False
703	DTF1	9924	admixed	admixed	True
703	DTF1	9925	admixed	admixed	False
703	DTF1	9926	admixed	admixed	False
703	DTF1	9927	admixed	admixed	False
703	DTF1	9929	admixed	admixed	False
703	DTF1	9930	admixed	admixed	False
703	DTF1	9932	admixed	admixed	True
703	DTF1	9933	admixed	admixed	True
703	DTF1	9935	admixed	admixed	False
703	DTF1	9937	admixed	admixed	False
703	DTF1	9938	admixed	admixed	False
703	DTF1	9939	admixed	admixed	False
703	DTF1	9941	admixed	admixed	False
703	DTF1	9943	admixed	admixed	False
703	DTF1	9944	admixed	admixed	False
703	DTF1	9945	admixed	admixed	True
703	DTF1	9947	admixed	admixed	False
703	DTF1	9950	admixed	admixed	False
703	DTF1	9952	admixed	admixed	False
703	DTF1	9953	admixed	admixed	False
703	DTF1	9958	admixed	admixed	False
703	DTF1	9959	admixed	admixed	False
703	DTF1	9960	admixed	admixed	False
703	DTF1	9962	admixed	admixed	False
703	DTF1	9963	admixed	admixed	False
703	DTF1	9964	admixed	admixed	False
703	DTF1	9965	admixed	admixed	False
703	DTF1	9966	admixed	admixed	False
703	DTF1	9968	admixed	admixed	False
703	DTF1	9969	admixed	admixed	False
703	DTF1	9970	admixed	admixed	False
703	DTF1	9971	admixed	admixed	False
703	DTF1	9972	admixed	admixed	False
703	DTF1	9973	admixed	admixed	False
703	DTF1	9974	admixed	admixed	False
703	DTF1	9975	admixed	admixed	False
703	DTF1	9976	admixed	admixed	False
703	DTF1	9978	admixed	admixed	False
703	DTF1	9979	admixed	admixed	False
703	DTF1	9983	admixed	admixed	True
703	DTF1	9984	admixed	admixed	True
703	DTF1	9985	admixed	admixed	False
703	DTF1	9986	admixed	admixed	False
703	DTF1	9987	admixed	admixed	False
703	DTF1	9988	admixed	admixed	False
703	DTF1	9990	admixed	admixed	False
703	DTF1	9991	admixed	admixed	False
703	DTF1	9995	admixed	admixed	False
703	DTF1	9998	admixed	admixed	True
703	DTF1	9999	admixed	admixed	False
703	DTF1	10001	admixed	admixed	False
703	DTF1	10002	admixed	admixed	False
703	DTF1	10004	admixed	admixed	False
703	DTF1	10005	admixed	admixed	False
703	DTF1	10006	admixed	admixed	False
703	DTF1	10008	admixed	admixed	False
703	DTF1	10009	admixed	admixed	False
703	DTF1	10010	admixed	admixed	False
703	DTF1	10011	admixed	admixed	False
703	DTF1	10012	admixed	admixed	False
703	DTF1	10013	admixed	admixed	False
703	DTF1	10014	admixed	admixed	False
703	DTF1	10015	admixed	admixed	False
703	DTF1	10018	admixed	admixed	False
703	DTF1	10020	admixed	admixed	False
703	DTF1	10022	admixed	admixed	True
703	DTF1	10023	admixed	admixed	True
703	DTF1	139	admixed	admixed	False
703	DTF1	265	admixed	admixed	True
703	DTF1	870	admixed	admixed	False
703	DTF1	932	admixed	admixed	False
703	DTF1	997	admixed	admixed	False
703	DTF1	1062	admixed	admixed	False
703	DTF1	1063	admixed	admixed	False
703	DTF1	1158	admixed	admixed	False
703	DTF1	1257	admixed	admixed	False
703	DTF1	1317	admixed	admixed	True
703	DTF1	1872	admixed	admixed	False
703	DTF1	2317	admixed	admixed	True
703	DTF1	5151	admixed	admixed	True
703	DTF1	5577	admixed	admixed	False
703	DTF1	5768	admixed	admixed	True
703	DTF1	5830	admixed	admixed	False
703	DTF1	5837	admixed	admixed	False
703	DTF1	5893	admixed	admixed	False
703	DTF1	6009	admixed	admixed	False
703	DTF1	6011	admixed	admixed	False
703	DTF1	6012	admixed	admixed	False
703	DTF1	6013	admixed	admixed	False
703	DTF1	6016	admixed	admixed	False
703	DTF1	6017	admixed	admixed	False
703	DTF1	6019	admixed	admixed	False
703	DTF1	6020	admixed	admixed	False
