accession_a	accession_b	screen_hamming_distance	exact_hamming_distance	exact_primary_edge
484	681	0.001424	0.001369847792925998	False
484	685	0.001536	0.001623350400641497	False
484	728	0.001488	0.0014522944973874292	False
484	742	0.001012	0.0010362327589048276	False
484	853	0.001572	0.0016420246258875741	False
484	854	0.00166	0.0016099049584643213	False
484	867	0.001352	0.0013532277324569892	False
484	868	0.001596	0.0015101845956502688	False
484	1612	0.00134	0.0013704080196833804	False
484	1622	0.001476	0.0014522011262611987	False
484	1651	0.001484	0.0014595774452333993	False
484	1652	0.001416	0.001426150582042921	False
484	1676	0.001444	0.0014519210128825077	False
484	1684	0.001452	0.0014984198337452401	False
484	1739	0.001192	0.0011332453590581991	False
484	1741	0.00114	0.0011840392517275292	False
484	1756	0.00144	0.0014323130763741266	False
484	1757	0.00158	0.0015785322600509115	False
484	1793	0.001588	0.0015768515797787645	False
484	1797	0.001288	0.0013583631443996604	False
484	1819	0.001504	0.001451080672746434	False
484	1820	0.001468	0.0014396893953463271	False
484	1834	0.001308	0.0013267103326075596	False
484	1942	0.001092	0.001116065071831808	False
484	1943	0.001076	0.0010995383824890295	False
484	2017	0.001612	0.0015852549811394994	False
484	2031	0.001476	0.0014672338775842911	False
484	2053	0.00156	0.0016057966289101844	False
484	2081	0.001048	0.0010731143537658302	False
484	2091	0.000892	0.0009847852683518847	True
484	2106	0.001128	0.001085345971302011	False
484	2108	0.001364	0.0014506138171152822	False
484	2141	0.00096	0.0010923488057692898	False
484	2159	0.00108	0.0011362332350975713	False
484	2166	0.001084	0.001059295427083733	False
484	2191	0.00166	0.0015893633106936363	False
484	2212	0.001584	0.0015403434694226835	False
484	2239	0.001508	0.001424189788392083	False
484	2240	0.001412	0.0014119581708559024	False
484	2285	0.001376	0.0014170002116723431	False
484	2286	0.00144	0.0015079436886207395	False
484	2370	0.00108	0.0011292304006302923	False
484	2412	0.001204	0.0012075687755375866	False
484	6739	0.001472	0.001459484074107169	False
484	6740	0.001488	0.0015662072713885004	False
484	6749	0.001572	0.001550614293308026	False
484	6750	0.00152	0.0015051425548338279	False
484	6805	0.0016	0.0015935650113740036	False
484	6806	0.00158	0.0015778786621672989	False
484	6814	0.001608	0.001623817256272649	False
484	6927	0.001404	0.0013479989493880877	False
484	7033	0.001928	0.0019079455933917145	False
484	7160	0.001828	0.0018297939607368812	False
484	7248	0.001552	0.0015522016024539427	False
484	7358	0.001664	0.0016996346107717227	False
484	7359	0.001428	0.0014352075812872685	False
484	7377	0.001808	0.001726058639494922	False
484	7475	0.00164	0.0016077574225610224	False
484	7515	0.001596	0.0016190553288348993	False
484	7568	0.001564	0.0016166276795529092	False
484	7757	0.001492	0.0015205487906618416	False
484	7767	0.001568	0.0016049562887741108	False
484	8037	0.00158	0.00152017530615692	False
484	8057	0.001472	0.0014661134240695265	False
484	8464	0.001616	0.0016058900000364147	False
484	8483	0.001612	0.0015594845502999127	False
484	8699	0.001164	0.0011799309221733922	False
484	8723	0.00108	0.0011076616704710732	False
504	506	0.001696	0.001727739319767069	False
504	544	0.001664	0.0017099054346570652	False
504	546	0.001904	0.001863127452801129	False
504	680	0.001716	0.0016802134165158022	False
504	681	0.001404	0.001395431481513124	False
504	685	0.001676	0.0017647142857543019	False
504	728	0.001444	0.0015014077097846123	False
504	742	0.00112	0.0011118633711514406	False
504	853	0.001744	0.0017921653968660356	False
504	854	0.001824	0.0017546302041214201	False
504	867	0.001372	0.001374703091489978	False
504	868	0.00148	0.001487028556345133	False
504	1612	0.001352	0.0013517337944373032	False
504	1622	0.001472	0.0014775980725958639	False
504	1651	0.001456	0.0014423971580070083	False
504	1652	0.00146	0.001472089176148271	False
504	1676	0.001576	0.0015925379289854695	False
504	1684	0.001528	0.0015546292517359327	False
504	1739	0.001204	0.0011536002645764233	False
504	1741	0.001168	0.0011803044066783137	False
504	1756	0.001364	0.0014410899622397829	False
504	1757	0.00168	0.0016885234467503066	False
504	1793	0.001744	0.0017615396674624689	False
504	1797	0.0013	0.0013279241572485545	False
504	1819	0.001556	0.0015125188738060284	False
504	1820	0.001424	0.0014396893953463271	False
504	1834	0.0014	0.0014152261602739659	False
504	1942	0.000976	0.0010114894104537753	False
504	1943	0.000984	0.0010950565684299711	False
504	2017	0.001584	0.0015747974150016962	False
504	2031	0.00152	0.0015150398942142488	False
504	2053	0.001708	0.0017426786999639307	False
504	2081	0.001124	0.0010960836508185053	False
504	2091	0.000984	0.0010680723129493895	False
504	2106	0.001244	0.0012072886621588954	False
504	2108	0.00144	0.0015406235828013747	False
504	2141	0.00122	0.0012290441345705755	False
504	2159	0.001212	0.001231098299347644	False
504	2166	0.001288	0.0012099964248195767	False
504	2191	0.001624	0.0016565905215795145	False
504	2212	0.001588	0.00154912035528834	False
504	2239	0.001528	0.00148394730917953	False
504	2240	0.001464	0.0014692880423613594	False
504	2285	0.00126	0.0013800252456851103	False
504	2286	0.001644	0.0016401572033629666	False
504	2370	0.001204	0.0012661124716840388	False
504	2412	0.001328	0.001299259221495826	False
504	6739	0.001468	0.0014774113303434031	False
504	6740	0.001476	0.0015495872109194918	False
504	6749	0.0016	0.0016124259788725418	False
504	6750	0.001564	0.001602808752870812	False
504	6805	0.001596	0.0016744244066895183	False
504	6806	0.001696	0.0017188690627751822	False
504	6814	0.001604	0.0016421179970138046	False
504	6927	0.00156	0.001432219705247896	False
504	7033	0.001932	0.0018308210431254154	False
504	7160	0.001816	0.0017605125850739345	False
504	7248	0.001548	0.0015038353590666024	False
504	7358	0.001812	0.001828300022717195	False
504	7359	0.001592	0.001582547218478818	False
504	7377	0.001716	0.0016162541950479877	False
504	7475	0.001668	0.0016764785714665869	False
504	7515	0.001592	0.0015482800151522663	False
504	7568	0.00172	0.0016950594255864338	False
504	7757	0.001592	0.0016083176493184048	False
504	7767	0.001556	0.0015898301663247883	False
504	8037	0.001632	0.0016572441194631273	False
504	8057	0.001564	0.0015451053968604331	False
504	8464	0.001532	0.0016383831519645891	False
504	8483	0.001472	0.001575731126264	False
504	8699	0.001288	0.001244170257019898	False
504	8723	0.00122	0.0012275501965508893	False
506	544	0.00156	0.0015364218821210074	False
506	546	0.001592	0.001618495102077517	False
506	680	0.00158	0.0015821737339738965	False
506	681	0.001492	0.0014805859486352363	False
506	685	0.001412	0.001549400468667031	False
506	728	0.001572	0.0016478136357138582	False
506	742	0.001656	0.001681613983409258	False
506	853	0.001496	0.0016136398035135368	False
506	854	0.001608	0.0016226034316316538	False
506	867	0.001316	0.0014170935827985736	False
506	868	0.001736	0.001703089342442247	False
506	1612	0.001528	0.0015366086243734681	False
506	1622	0.001352	0.0013965519350278884	False
506	1651	0.00148	0.0015245637490897482	False
506	1652	0.001516	0.001572369765719706	False
506	1676	0.001488	0.001547719788394884	False
506	1684	0.001568	0.0016334344822743787	False
506	1739	0.00166	0.0016669547165910875	False
506	1741	0.00164	0.0016949660544602033	False
506	1756	0.001484	0.0015357682842373945	False
506	1757	0.001432	0.0015210156462929936	False
506	1793	0.001472	0.0015282985941389637	False
506	1797	0.0015	0.0016410909146252705	False
506	1819	0.00162	0.0016279255858267859	False
506	1820	0.00152	0.001626058163302178	False
506	1834	0.001496	0.0015608851171933684	False
506	1942	0.001856	0.001847160990215733	False
506	1943	0.001624	0.0016986075283831883	False
506	2017	0.00144	0.001436047921423342	False
506	2031	0.001656	0.0016814272411567973	False
506	2053	0.001572	0.0016349284202940649	False
506	2081	0.001684	0.0016833880348076354	False
506	2091	0.001672	0.0017259652683686915	False
506	2106	0.001652	0.001623350400641497	False
506	2108	0.00128	0.0014263373242953817	False
506	2141	0.001612	0.001631100204118619	False
506	2159	0.001652	0.001657430861715588	False
506	2166	0.00168	0.0016333411111481484	False
506	2191	0.00164	0.001584694754382117	False
506	2212	0.001412	0.0014086901814378387	False
506	2239	0.0016	0.0016415577702564223	False
506	2240	0.001592	0.0015843212698771955	False
506	2285	0.001516	0.001538756160276767	False
506	2286	0.001404	0.001492630823918956	False
506	2370	0.00158	0.0016515484807630737	False
506	2412	0.001664	0.0016348350491678346	False
506	6739	0.001588	0.0015896434240723276	False
506	6740	0.001532	0.0015779720332935291	False
506	6749	0.001656	0.0015733968481082402	False
506	6750	0.001588	0.0016466931821990936	False
506	6805	0.001668	0.0016370759561973637	False
506	6806	0.001568	0.001578625631177142	False
506	6814	0.001668	0.0017078512698799966	False
506	6927	0.001408	0.0014402496221037093	False
506	7358	0.001548	0.0016111187831053164	False
506	7359	0.001472	0.0015649934467475055	False
506	7475	0.001564	0.0015720896523410148	False
506	7568	0.001496	0.0015710625699524806	False
506	7757	0.001504	0.001551361262317869	False
506	7767	0.001596	0.0016284858125841682	False
506	8037	0.001512	0.001548186644026036	False
506	8057	0.001468	0.001454161919912037	False
506	8464	0.001516	0.0015922578156067784	False
506	8483	0.001456	0.0015154133787191704	False
506	8699	0.001616	0.0015818002494689752	False
506	8723	0.00162	0.0016004744747150524	False
544	546	0.001416	0.0013730224112178313	False
544	680	0.00122	0.0012795579138612145	False
544	681	0.001292	0.0013085029629926342	False
544	685	0.001308	0.0013134516326828447	False
544	728	0.001476	0.001523536666701214	False
544	742	0.0016	0.0016167210506791395	False
544	853	0.001256	0.001319800869266511	False
544	854	0.00136	0.001356775835253744	False
544	867	0.001212	0.0012892685109891747	False
544	868	0.00144	0.001478345041605707	False
544	1612	0.001448	0.0014011271202131776	False
544	1622	0.001408	0.0014255903552855386	False
544	1651	0.001336	0.0013196141270140503	False
544	1652	0.001324	0.0014103708617099857	False
544	1676	0.001424	0.0014441712094053856	False
544	1684	0.00152	0.0015726498790983971	False
544	1739	0.00166	0.001646319697694172	False
544	1741	0.001624	0.00166518066519271	False
544	1756	0.001468	0.0015037419879403722	False
544	1757	0.001296	0.0013580830310209694	False
544	1793	0.001416	0.0014083166969329171	False
544	1797	0.001468	0.0015905771353346314	False
544	1819	0.001348	0.001409717263826373	False
544	1820	0.001496	0.0015363285109947769	False
544	1834	0.001424	0.0015047690703289063	False
544	1942	0.001752	0.001761352925210008	False
544	1943	0.001648	0.001701875517801252	False
544	2017	0.00132	0.0013494928874077739	False
544	2031	0.001576	0.0016058900000364147	False
544	2053	0.00138	0.0013465050113684015	False
544	2081	0.00166	0.0016853488284584736	False
544	2091	0.001616	0.0016539761300450636	False
544	2106	0.001548	0.001548186644026036	False
544	2108	0.001384	0.001438942426336484	False
544	2141	0.00158	0.0015936583825002341	False
544	2159	0.00158	0.001629139410467781	False
544	2166	0.001664	0.0016252178231661047	False
544	2191	0.001424	0.0013438906198339506	False
544	2212	0.001316	0.0013619112471964152	False
544	2239	0.00144	0.0014933777929287992	False
544	2240	0.001392	0.0014204549433428674	False
544	2285	0.0013	0.0013565890930012832	False
544	2286	0.001244	0.001291789531397395	False
544	2370	0.00158	0.001629419523846472	False
544	2412	0.001536	0.0015660205291360397	False
544	6739	0.00142	0.001392350234347521	False
544	6740	0.001276	0.001400286780077104	False
544	6749	0.001504	0.0014061691610296183	False
544	6750	0.001348	0.0014189610053231812	False
544	6805	0.001436	0.0014776914437220944	False
544	6806	0.001376	0.0014816130310237705	False
544	6814	0.001516	0.0015135459561945626	False
544	6927	0.001336	0.0013529476190782981	False
544	7358	0.001476	0.0014778781859745552	False
544	7359	0.001504	0.001474703567682722	False
544	7475	0.00146	0.0013708748753145322	False
544	7568	0.001296	0.001316439508722217	False
544	7757	0.001296	0.0013038344066811148	False
544	7767	0.001364	0.0014082233258066869	False
544	8037	0.00124	0.0013247495389567215	False
544	8057	0.001276	0.0012908558201350912	False
544	8464	0.001252	0.0013310987755403877	False
544	8483	0.001288	0.0012708743991217885	False
544	8699	0.001536	0.0015251239758471305	False
544	8723	0.001588	0.0016466931821990936	False
546	680	0.001188	0.0011933763643505678	False
546	681	0.001372	0.0013537879592143715	False
546	685	0.001236	0.001279931398366136	False
546	728	0.001492	0.0015701288586901768	False
546	742	0.001696	0.0017318476493212059	False
546	853	0.001176	0.0012489321844576478	False
546	854	0.001312	0.0012648052759168134	False
546	867	0.001348	0.0013545349282242146	False
546	868	0.001616	0.001646319697694172	False
546	1612	0.00136	0.0013679803704013903	False
546	1622	0.001584	0.0015877760015477198	False
546	1651	0.00136	0.00137031464855715	False
546	1652	0.001388	0.0014717156916433495	False
546	1676	0.001272	0.0013008465306417426	False
546	1684	0.001384	0.0014971126379780147	False
546	1739	0.00174	0.0016807736432731845	False
546	1741	0.001648	0.0016723702419124498	False
546	1756	0.00162	0.0016089712472020176	False
546	1757	0.001184	0.00125192006049702	False
546	1793	0.001192	0.0012147583522573264	False
546	1797	0.001556	0.001640717430120349	False
546	1819	0.001468	0.0015255908314782826	False
546	1820	0.001632	0.0016185884732037473	False
546	1834	0.001416	0.00146938141348759	False
546	1942	0.001976	0.0019199904686754345	False
546	1943	0.001824	0.0018242850642892884	False
546	2017	0.001536	0.0014711554648859672	False
546	2031	0.001536	0.0015579906122802265	False
546	2053	0.001212	0.0012550946787888533	False
546	2081	0.00186	0.0018099992819760394	False
546	2091	0.001736	0.0017192425472801038	False
546	2106	0.001612	0.0015718095389623237	False
546	2108	0.001472	0.0015085039153781218	False
546	2141	0.001524	0.0015616320862032115	False
546	2159	0.001668	0.0016718100151550674	False
546	2166	0.001608	0.0016251244520398744	False
546	2191	0.001344	0.0012620041421299018	False
546	2212	0.001572	0.0015205487906618416	False
546	2239	0.001608	0.0016152271126594533	False
546	2240	0.001392	0.0014642460015449187	False
546	2285	0.001412	0.0014321263341216658	False
546	2286	0.001108	0.0011936564777292591	False
546	2370	0.001684	0.001675078004573131	False
546	2412	0.00164	0.0015788123734296027	False
546	6739	0.001244	0.0013332463114436865	False
546	6740	0.001356	0.0013615377626914936	False
546	6749	0.001296	0.0013324993424338434	False
546	6750	0.001276	0.0013770373696457379	False
546	6805	0.00134	0.0013704080196833804	False
546	6806	0.001184	0.0012953376341941498	False
546	6814	0.001284	0.0013375413832502844	False
546	6927	0.001272	0.001322228518548501	False
546	7358	0.001252	0.00130504823132211	False
546	7359	0.00128	0.0013233489720632656	False
546	7475	0.001284	0.0012742357596660825	False
546	7568	0.001272	0.0013428635374454164	False
546	7757	0.001272	0.001332872826938765	False
546	7767	0.001452	0.0014785317838581678	False
546	8037	0.001352	0.0013332463114436865	False
546	8057	0.001244	0.0012580825548282257	False
546	8464	0.001188	0.0012215744444721446	False
546	8483	0.001344	0.0013378214966289755	False
546	8699	0.001576	0.0015468794482588106	False
546	8723	0.001628	0.0016404373167416577	False
680	681	0.001256	0.001233059092998482	False
680	685	0.00132	0.0012264297430361246	False
680	728	0.001576	0.0015056094104649797	False
680	742	0.001636	0.0016034623507544248	False
680	853	0.001228	0.0012324054951148695	False
680	854	0.001324	0.0012402486697182219	False
680	867	0.00132	0.0012931900982908508	False
680	868	0.001612	0.0015254040892258218	False
680	1612	0.001428	0.0013417430839306518	False
680	1622	0.001524	0.0014765709902073297	False
680	1651	0.00134	0.0012880546863481795	False
680	1652	0.001368	0.001365739463371861	False
680	1676	0.001324	0.0012962713454564537	False
680	1684	0.00138	0.0014193344898281027	False
680	1739	0.001688	0.0016005678458412827	False
680	1741	0.001596	0.0015897367951985578	False
680	1756	0.00152	0.0014852545049467555	False
680	1757	0.001164	0.0012066350642752828	False
680	1793	0.001236	0.0012650853892955047	False
680	1797	0.001568	0.001562939281970437	False
680	1819	0.001448	0.0014177471806821862	False
680	1820	0.001604	0.001486094845082829	False
680	1834	0.001436	0.0014067293877870007	False
680	1942	0.001844	0.001769569584318282	False
680	1943	0.001676	0.0016650872940664797	False
680	2017	0.001492	0.0014197079743330243	False
680	2031	0.001476	0.0014253102419068476	False
680	2053	0.001096	0.0011812381179406176	False
680	2081	0.001784	0.0016748912623206701	False
680	2091	0.001644	0.0016461329554417112	False
680	2106	0.001568	0.0014929109372976473	False
680	2108	0.001364	0.0014184007785657989	False
680	2141	0.001544	0.0015053292970862886	False
680	2159	0.001656	0.0015953390627723811	False
680	2166	0.001692	0.001602808752870812	False
680	2191	0.001292	0.001190761972816117	False
680	2212	0.001504	0.0014412767044922436	False
680	2239	0.001572	0.0014980463492403186	False
680	2240	0.001308	0.0013631250718374103	False
680	2285	0.001368	0.0013054217158270315	False
680	2286	0.001096	0.001161256696927315	False
680	2370	0.001608	0.0015788123734296027	False
680	2412	0.001588	0.001506636492853514	False
680	6739	0.001288	0.0012343662887657075	False
680	6740	0.001256	0.0012947774074367675	False
680	6749	0.001444	0.00129543100532038	False
680	6750	0.001304	0.0012938436961744636	False
680	6805	0.001328	0.0013008465306417426	False
680	6806	0.001236	0.0012989791081171348	False
680	6814	0.001336	0.0013268037037337899	False
680	6927	0.001276	0.001290762449008861	False
680	7358	0.00132	0.0013075692517303303	False
680	7359	0.00134	0.0012974851700974486	False
680	7475	0.00124	0.0012177462282966986	False
680	7568	0.001228	0.001264898647043044	False
680	7757	0.001316	0.0012606969463626763	False
680	7767	0.001352	0.0013904828118229135	False
680	8037	0.00126	0.0012550946787888533	False
680	8057	0.001264	0.0012150384656360175	False
680	8464	0.001112	0.0011790905820373188	False
680	8483	0.001236	0.0012637781935282792	False
680	8699	0.001684	0.0015051425548338279	False
680	8723	0.00164	0.0015523883447064034	False
681	685	0.001304	0.0013308186621616967	False
681	728	0.001312	0.0013653659788669394	False
681	742	0.001348	0.0013257766213452557	False
681	853	0.00138	0.0013593902267881948	False
681	854	0.0013	0.001280398253997288	False
681	867	0.001048	0.0011027130007808627	False
681	868	0.001388	0.0013702212774309196	False
681	1612	0.001324	0.0012237219803754435	False
681	1622	0.001284	0.0012459443084182754	False
681	1651	0.001228	0.0011690998715306673	False
681	1652	0.001216	0.001169473356035589	False
681	1676	0.001236	0.001216345661403243	False
681	1684	0.00142	0.0014045818518837018	False
681	1739	0.00144	0.0013770373696457379	False
681	1741	0.001396	0.0014203615722166371	False
681	1756	0.00116	0.0012307248148427225	False
681	1757	0.001316	0.0012833861300366603	False
681	1793	0.001388	0.001360884164807881	False
681	1797	0.001112	0.0012012195389539202	False
681	1819	0.00124	0.0012627511111397449	False
681	1820	0.001372	0.0013241893121993392	False
681	1834	0.0011	0.0012324988662410997	False
681	1942	0.001532	0.0014760107634499474	False
681	1943	0.001316	0.00135341447470945	False
681	2017	0.001348	0.0013465050113684015	False
681	2031	0.00138	0.001357522804263587	False
681	2053	0.001368	0.0013422099395618036	False
681	2081	0.001392	0.0013650858654882484	False
681	2091	0.001412	0.001394030914619668	False
681	2106	0.001416	0.0012949641496892283	False
681	2108	0.001244	0.0013274573016174027	False
681	2141	0.001296	0.0013279241572485545	False
681	2159	0.00136	0.0013596703401668859	False
681	2166	0.001356	0.0013073825094778696	False
681	2191	0.001292	0.0012292308768230363	False
681	2212	0.001352	0.0013563089796225921	False
681	2239	0.001284	0.001292256387028547	False
681	2240	0.001196	0.0012284839078131932	False
681	2285	0.001104	0.0011679794180159027	False
681	2286	0.001168	0.001188334323534127	False
681	2370	0.001344	0.001374703091489978	False
681	2412	0.001388	0.001353881330340602	False
681	6739	0.00124	0.0012156920635196303	False
681	6740	0.001096	0.001170220325045432	False
681	6749	0.00138	0.001276570037821842	False
681	6750	0.001224	0.0012380077626886925	False
681	6805	0.00128	0.0013135450038090752	False
681	6806	0.001284	0.001313731746061536	False
681	6814	0.001344	0.0012817988208907438	False
681	6927	0.001172	0.0011777833862700933	False
681	7248	0.001768	0.0017201762585424077	False
681	7358	0.001344	0.0013691941950423855	False
681	7359	0.001196	0.0011686330158995155	False
681	7377	0.00196	0.001877599977366839	False
681	7475	0.001328	0.0012468780196805793	False
681	7515	0.001828	0.001827553053707352	False
681	7568	0.001284	0.0013291379818895497	False
681	7757	0.001244	0.0012177462282966986	False
681	7767	0.0012	0.001248745442205187	False
681	8037	0.001332	0.001255281421041314	False
681	8057	0.001168	0.001173581685589726	False
681	8464	0.001216	0.001256215132303618	False
681	8483	0.001172	0.0012096229403146552	False
681	8699	0.001372	0.0012767567800743029	False
681	8723	0.001392	0.0013167196221009082	False
685	728	0.001384	0.001465739939564605	False
685	742	0.00154	0.0016179348753201346	False
685	853	0.00106	0.001170687180676584	False
685	854	0.001132	0.0011770364172602502	False
685	867	0.001224	0.0013203610960238932	False
685	868	0.0015	0.0015742371882443138	False
685	1612	0.0013	0.0013874015646573106	False
685	1622	0.001468	0.001508784028756813	False
685	1651	0.00126	0.0013338999093272994	False
685	1652	0.001296	0.0013807722146949532	False
685	1676	0.001244	0.0013452911867274065	False
685	1684	0.001324	0.001367140030265317	False
685	1739	0.00152	0.0015761979818951519	False
685	1741	0.001596	0.0016802134165158022	False
685	1756	0.001448	0.001522136099807758	False
685	1757	0.001188	0.0012481852154478047	False
685	1793	0.001188	0.0012913226757662432	False
685	1797	0.001456	0.0016113988964840075	False
685	1819	0.001384	0.0014318462207429745	False
685	1820	0.001452	0.0015659271580098094	False
685	1834	0.001332	0.0014538818065333457	False
685	1942	0.001716	0.001767422048414983	False
685	1943	0.001628	0.0016903908692749144	False
685	2017	0.001268	0.001366206319003013	False
685	2031	0.001532	0.00149356453518126	False
685	2053	0.001216	0.0012726484505201658	False
685	2081	0.001728	0.0017410913908180142	False
685	2091	0.001572	0.0016921649206732916	False
685	2106	0.00148	0.0015040221013190632	False
685	2108	0.001332	0.001461444867758007	False
